Food_Code	FCID_Code
25220410	101052000
25220430	101052000
25220440	101052000
25220450	101052000
25220460	101052000
25220470	101052000
25220480	101052000
25220490	101052000
25220500	101052000
25220510	101052000
25220710	101052000
25221110	101052000
25221250	101052000
25221310	101052000
25221400	101052000
25221410	101052000
25221420	101052000
25221430	101052000
25221480	101052000
25221520	101052000
25221850	101052000
25221860	101052000
25221870	101052000
25221890	101052000
25221910	101052000
25230110	101052000
25230210	101052000
25230220	101052000
25230230	101052000
25230310	101052000
25230410	101052000
25230430	101052000
25230510	101052000
25230520	101052000
25230530	101052000
25230540	101052000
25230550	101052000
25230710	101052000
25230790	101052000
25230800	101052000
25230810	101052000
25230900	101052000
25230905	101052000
25231110	101052000
25240000	101052000
25240110	101052000
25240210	101052000
25240220	101052000
25240310	101052000
26100130	101052000
26100130	101052000
26100130	101052000
26100140	101052000
26100140	101052000
26100140	101052000
26100140	101052000
26100210	101052000
26100220	101052000
26100230	101052000
26100240	101052000
26100240	101052000
26100240	101052000
26105140	101052000
26105140	101052000
26105140	101052000
26105140	101052000
26105140	101052000
26105140	101052000
26107130	101052000
26107130	101052000
26107130	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26107140	101052000
26109130	101052000
26109130	101052000
26109130	101052000
26109130	101052000
26109140	101052000
26109140	101052000
26109140	101052000
26109140	101052000
26111130	101052000
26111140	101052000
26111140	101052000
26111140	101052000
26111140	101052000
26115120	101052000
26115130	101052000
26115130	101052000
26115130	101052000
26115130	101052000
26115130	101052000
26115130	101052000
26115140	101052000
26115140	101052000
26115140	101052000
26115140	101052000
26115140	101052000
26115140	101052000
26115140	101052000
26117130	101052000
26117130	101052000
26117130	101052000
26117140	101052000
26117140	101052000
26119140	101052000
26121140	101052000
26121140	101052000
26123140	101052000
26123140	101052000
26123140	101052000
26125130	101052000
26125140	101052000
26125140	101052000
26127110	101052000
26127130	101052000
26127130	101052000
26127130	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26127140	101052000
26129140	101052000
26131140	101052000
26131140	101052000
26131140	101052000
26133110	101052000
26133130	101052000
26133130	101052000
26133130	101052000
26133140	101052000
26133140	101052000
26133140	101052000
26133140	101052000
26137140	101052000
26137140	101052000
26137140	101052000
26137140	101052000
26137140	101052000
26137140	101052000
26137140	101052000
26141130	101052000
26141140	101052000
26141140	101052000
26141140	101052000
26141140	101052000
26141140	101052000
26145140	101052000
26145140	101052000
26149140	101052000
26151130	101052000
26151140	101052000
26151140	101052000
26151140	101052000
26151140	101052000
26153140	101052000
26153140	101052000
26157130	101052000
26157130	101052000
26157130	101052000
26157140	101052000
26157140	101052000
26157140	101052000
26157140	101052000
26157140	101052000
26158020	101052000
26158030	101052000
26203110	101052000
26205110	101052000
26213140	101052000
26213140	101052000
26213140	101052000
26303140	101052000
26303140	101052000
26303150	101052000
26307140	101052000
26309140	101052000
26311140	101052000
26315110	101052000
26315140	101052000
26315140	101052000
26315150	101052000
26315150	101052000
26317110	101052000
26317140	101052000
26317140	101052000
26317140	101052000
26317140	101052000
26317150	101052000
26317150	101052000
26319140	101052000
26319140	101052000
26319140	101052000
26319140	101052000
26319140	101052000
26319140	101052000
26319140	101052000
26319140	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111050	101052000
27111410	101052000
27111410	101052000
27111410	101052000
27111420	101052000
27111420	101052000
27111420	101052000
27111500	101052000
27111500	101052000
27111500	101052000
27112010	101052000
27112010	101052000
27112010	101052000
27113100	101052000
27113100	101052000
27113100	101052000
27113100	101052000
27113200	101052000
27113200	101052000
27113200	101052000
27113200	101052000
27113200	101052000
27113200	101052000
27113300	101052000
27113300	101052000
27113300	101052000
27114000	101052000
27114000	101052000
27114000	101052000
27115000	101052000
27115000	101052000
27115100	101052000
27116200	101052000
27116200	101052000
27116300	101052000
27118110	101052000
27118130	101052000
27118180	101052000
27120020	101052000
27120030	101052000
27120030	101052000
27120060	101052000
27120080	101052000
27120090	101052000
27120100	101052000
27120100	101052000
27120110	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120120	101052000
27120150	101052000
27120210	101052000
27120250	101052000
27120250	101052000
27121010	101052000
27130010	101052000
27130040	101052000
27133010	101052000
27133010	101052000
27135040	101052000
27135110	101052000
27136080	101052000
27141030	101052000
27141030	101052000
27141500	101052000
27141500	101052000
27142000	101052000
27142100	101052000
27144000	101052000
27144000	101052000
27144000	101052000
27144000	101052000
27144000	101052000
27145000	101052000
27145000	101052000
27146000	101052000
27146010	101052000
27146100	101052000
27146250	101052000
27146250	101052000
27146300	101052000
27146300	101052000
27146300	101052000
27146300	101052000
27146350	101052000
27146400	101052000
27150020	101052000
27150020	101052000
27150160	101052000
27150190	101052000
27150410	101052000
27160010	101052000
27162010	101052000
27162010	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162050	101052000
27162060	101052000
27163010	101052000
27211170	101052000
27211300	101052000
27211300	101052000
27211400	101052000
27212200	101052000
27212350	101052000
27212350	101052000
27212350	101052000
27212350	101052000
27212350	101052000
27212350	101052000
27212350	101052000
27212350	101052000
27212400	101052000
27213120	101052000
27213120	101052000
27213120	101052000
27213150	101052000
27213200	101052000
27213400	101052000
27213400	101052000
27213400	101052000
27213420	101052000
27213420	101052000
27213420	101052000
27213500	101052000
27214500	101052000
27218210	101052000
27218310	101052000
27220010	101052000
27220020	101052000
27220020	101052000
27220030	101052000
27220050	101052000
27220080	101052000
27220080	101052000
27220080	101052000
27220120	101052000
27220150	101052000
27220150	101052000
27220190	101052000
27220190	101052000
27220310	101052000
27220310	101052000
27220310	101052000
27220510	101052000
27220520	101052000
27221100	101052000
27242250	101052000
27242350	101052000
27242350	101052000
27242350	101052000
27243300	101052000
27243300	101052000
27243400	101052000
27243400	101052000
27243400	101052000
27243400	101052000
27243400	101052000
27246300	101052000
27246300	101052000
27250020	101052000
27250060	101052000
27250110	101052000
27250122	101052000
27250124	101052000
27250126	101052000
27250130	101052000
27250130	101052000
27250130	101052000
27250130	101052000
27250130	101052000
27250220	101052000
27250270	101052000
27250410	101052000
27250450	101052000
27250610	101052000
27250610	101052000
27250610	101052000
27250610	101052000
27250610	101052000
27250610	101052000
27250610	101052000
27250630	101052000
27250630	101052000
27250630	101052000
27250630	101052000
27250630	101052000
27250630	101052000
27250630	101052000
27250630	101052000
27250710	101052000
27250810	101052000
27250830	101052000
27250830	101052000
27250900	101052000
27250950	101052000
27260050	101052000
27260110	101052000
27260500	101052000
27311210	101052000
27311220	101052000
27311510	101052000
27311510	101052000
27311510	101052000
27311510	101052000
27311510	101052000
27311610	101052000
27311620	101052000
27311650	101052000
27313310	101052000
27313320	101052000
27313320	101052000
27313410	101052000
27313410	101052000
27313410	101052000
27313420	101052000
27315250	101052000
27315250	101052000
27315310	101052000
27315310	101052000
27315320	101052000
27317100	101052000
27317100	101052000
27319010	101052000
27320030	101052000
27320030	101052000
27320070	101052000
27320120	101052000
27320130	101052000
27320130	101052000
27320130	101052000
27320130	101052000
27320130	101052000
27320500	101052000
27330030	101052000
27330110	101052000
27331150	101052000
27341000	101052000
27341030	101052000
27341035	101052000
27341040	101052000
27343910	101052000
27343910	101052000
27343910	101052000
27345210	101052000
27345220	101052000
27345410	101052000
27345410	101052000
27345420	101052000
27347230	101052000
27347240	101052000
27347240	101052000
27347250	101052000
27347250	101052000
27348100	101052000
27350020	101052000
27350030	101052000
27350050	101052000
27350080	101052000
27350080	101052000
27350310	101052000
27350410	101052000
27350410	101052000
27350410	101052000
27350410	101052000
27350410	101052000
27350410	101052000
27360090	101052000
27360100	101052000
27360100	101052000
27360100	101052000
27360100	101052000
27360120	101052000
27361010	101052000
27362000	101052000
27363100	101052000
27363100	101052000
27363100	101052000
27363100	101052000
27410210	101052000
27410210	101052000
27410210	101052000
27410210	101052000
27410210	101052000
27410210	101052000
27410220	101052000
27410220	101052000
27410220	101052000
27410220	101052000
27410220	101052000
27410220	101052000
27411150	101052000
27414100	101052000
27414200	101052000
27415120	101052000
27415170	101052000
27415200	101052000
27415200	101052000
27415220	101052000
27416250	101052000
27416250	101052000
27416250	101052000
27416250	101052000
27416250	101052000
27416400	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420020	101052000
27420040	101052000
27420040	101052000
27420080	101052000
27420100	101052000
27420100	101052000
27420150	101052000
27420160	101052000
27420170	101052000
27420370	101052000
27420450	101052000
27420460	101052000
27420500	101052000
27420510	101052000
27420510	101052000
27420510	101052000
27421010	101052000
27422010	101052000
27430400	101052000
27430410	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445110	101052000
27445120	101052000
27445150	101052000
27445220	101052000
27446100	101052000
27446100	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446200	101052000
27446205	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446220	101052000
27446315	101052000
27446320	101052000
27446350	101052000
27446355	101052000
27450010	101052000
27450010	101052000
27450010	101052000
27450010	101052000
27450020	101052000
27450030	101052000
27450030	101052000
27450030	101052000
27450030	101052000
27450030	101052000
27450030	101052000
27450030	101052000
27450040	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450060	101052000
27450070	101052000
27450070	101052000
27450070	101052000
27450070	101052000
27450080	101052000
27450080	101052000
27450080	101052000
27450090	101052000
27450090	101052000
27450090	101052000
27450090	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450100	101052000
27450130	101052000
27450130	101052000
27450130	101052000
27450130	101052000
27450130	101052000
27450130	101052000
27450130	101052000
27450150	101052000
27450410	101052000
27450410	101052000
27450410	101052000
27450410	101052000
27450410	101052000
27450410	101052000
27450410	101052000
27450420	101052000
27450470	101052000
27450510	101052000
27450510	101052000
27450600	101052000
27450610	101052000
27450650	101052000
27450660	101052000
27500050	101052000
27500100	101052000
27510110	101052000
27510110	101052000
27510110	101052000
27510130	101052000
27510220	101052000
27510220	101052000
27510230	101052000
27510230	101052000
27510230	101052000
27510230	101052000
27510230	101052000
27510230	101052000
27510250	101052000
27510250	101052000
27510280	101052000
27510300	101052000
27510300	101052000
27510300	101052000
27510300	101052000
27510300	101052000
27510300	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510310	101052000
27510320	101052000
27510320	101052000
27510320	101052000
27510320	101052000
27510330	101052000
27510330	101052000
27510330	101052000
27510330	101052000
27510330	101052000
27510330	101052000
27510340	101052000
27510340	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510350	101052000
27510355	101052000
27510360	101052000
27510360	101052000
27510360	101052000
27510360	101052000
27510370	101052000
27510370	101052000
27510370	101052000
27510370	101052000
27510375	101052000
27510380	101052000
27510390	101052000
27510390	101052000
27510400	101052000
27510425	101052000
27510430	101052000
27510435	101052000
27510440	101052000
27510450	101052000
27510510	101052000
27510510	101052000
27510510	101052000
27510510	101052000
27510510	101052000
27510510	101052000
27510510	101052000
27510510	101052000
27510520	101052000
27510520	101052000
27510520	101052000
27510520	101052000
27510520	101052000
27510520	101052000
27510540	101052000
27510550	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510560	101052000
27510590	101052000
27510610	101052000
27510620	101052000
27510620	101052000
27510620	101052000
27510620	101052000
27510620	101052000
27510630	101052000
27510630	101052000
27510640	101052000
27510660	101052000
27510670	101052000
27510680	101052000
27510680	101052000
27510690	101052000
27510700	101052000
27510700	101052000
27510950	101052000
27511010	101052000
27513010	101052000
27513020	101052000
27513040	101052000
27513041	101052000
27513060	101052000
27515080	101052000
27515150	101052000
27516010	101052000
27516010	101052000
27520120	101052000
27520130	101052000
27520130	101052000
27520135	101052000
27520140	101052000
27520140	101052000
27520150	101052000
27520160	101052000
27520165	101052000
27520166	101052000
27520170	101052000
27520250	101052000
27520300	101052000
27520310	101052000
27520320	101052000
27520320	101052000
27520330	101052000
27520340	101052000
27520350	101052000
27520350	101052000
27520350	101052000
27520350	101052000
27520350	101052000
27520350	101052000
27520360	101052000
27520360	101052000
27520370	101052000
27520390	101052000
27520410	101052000
27520500	101052000
27520500	101052000
27520510	101052000
27520540	101052000
27540110	101052000
27540110	101052000
27540120	101052000
27540130	101052000
27540145	101052000
27540150	101052000
27540150	101052000
27540170	101052000
27540180	101052000
27540190	101052000
27540190	101052000
27540210	101052000
27540230	101052000
27540235	101052000
27540240	101052000
27540250	101052000
27540260	101052000
27540260	101052000
27540260	101052000
27540260	101052000
27540270	101052000
27540270	101052000
27540280	101052000
27540280	101052000
27540290	101052000
27540291	101052000
27540300	101052000
27540310	101052000
27540310	101052000
27540320	101052000
27540320	101052000
27540350	101052000
27540350	101052000
27540350	101052000
27540350	101052000
27541001	101052000
27550000	101052000
27550000	101052000
27550000	101052000
27550000	101052000
27550100	101052000
27550710	101052000
27550710	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550720	101052000
27550750	101052000
27550750	101052000
27550751	101052000
27560110	101052000
27560120	101052000
27560120	101052000
27560120	101052000
27560300	101052000
27560300	101052000
27560300	101052000
27560300	101052000
27560320	101052000
27560320	101052000
27560330	101052000
27560340	101052000
27560340	101052000
27560350	101052000
27560350	101052000
27560360	101052000
27560360	101052000
27560360	101052000
27560360	101052000
27560370	101052000
27560510	101052000
27560705	101052000
27560910	101052000
27563010	101052000
27570310	101052000
28110150	101052000
28110220	101052000
28110230	101052000
28110260	101052000
28110290	101052000
28110330	101052000
28110340	101052000
28110350	101052000
28110370	101052000
28110380	101052000
28110390	101052000
28110500	101052000
28110520	101052000
28110600	101052000
28110620	101052000
28110640	101052000
28110650	101052000
28110660	101052000
28113040	101052000
28113140	101052000
28113150	101052000
28120230	101052000
28120310	101052000
28130000	101052000
28133110	101052000
28133340	101052000
28133410	101052000
28140100	101052000
28140250	101052000
28140320	101052000
28140720	101052000
28140720	101052000
28140730	101052000
28140740	101052000
28140810	101052000
28141010	101052000
28141060	101052000
28141200	101052000
28141201	101052000
28141250	101052000
28141300	101052000
28142000	101052000
28143020	101052000
28143040	101052000
28143050	101052000
28143080	101052000
28143110	101052000
28143130	101052000
28143150	101052000
28143170	101052000
28143180	101052000
28143200	101052000
28143210	101052000
28143220	101052000
28145000	101052000
28145010	101052000
28145100	101052000
28145110	101052000
28145210	101052000
28145310	101052000
28145610	101052000
28145810	101052000
28150000	101052000
28150350	101052000
28150620	101052000
28150650	101052000
28152050	101052000
28154010	101052000
28160300	101052000
28160310	101052000
28160650	101052000
28160710	101052000
28310130	101052000
28310140	101052000
28310210	101052000
28315100	101052000
28315120	101052000
28315130	101052000
28315150	101052000
28315150	101052000
28317010	101052000
28321130	101052000
28340170	101052000
28340210	101052000
28340220	101052000
28340310	101052000
28340510	101052000
28340520	101052000
28340530	101052000
28340530	101052000
28340550	101052000
28340590	101052000
28340610	101052000
28340660	101052000
28340660	101052000
28340660	101052000
28340690	101052000
28340800	101052000
28345010	101052000
28345020	101052000
28345030	101052000
28345030	101052000
28345040	101052000
28345110	101052000
28345120	101052000
28345120	101052000
28345120	101052000
28345120	101052000
28345120	101052000
28345120	101052000
28345130	101052000
28345130	101052000
28345130	101052000
28345140	101052000
28350050	101052000
28350050	101052000
28350210	101052000
28350220	101052000
28355140	101052000
28355350	101052000
28355410	101052000
28355430	101052000
28400200	101052000
28500000	101052000
28500010	101052000
28500020	101052000
28500040	101052000
28500050	101052000
28500070	101052000
28500070	101052000
28500070	101052000
28500070	101052000
28500070	101052000
28500080	101052000
28500080	101052000
28500080	101052000
28500080	101052000
28500080	101052000
28500150	101052000
28501010	101052000
28520000	101052000
28520100	101052000
32102000	101052000
32102000	101052000
32102000	101052000
32103000	101052000
32103000	101052000
32103000	101052000
32103000	101052000
32103000	101052000
32103000	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105030	101052000
32105060	101052000
32105060	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105080	101052000
32105081	101052000
32105082	101052000
32105085	101052000
32105085	101052000
32105085	101052000
32105085	101052000
32105118	101052000
32105119	101052000
32105120	101052000
32105120	101052000
32105120	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105121	101052000
32105122	101052000
32105122	101052000
32105122	101052000
32105122	101052000
32105122	101052000
32105122	101052000
32105122	101052000
32105122	101052000
32105125	101052000
32105125	101052000
32105125	101052000
32105125	101052000
32105126	101052000
32105160	101052000
32105160	101052000
32105160	101052000
32105160	101052000
32105160	101052000
32105160	101052000
32105160	101052000
32105160	101052000
32105161	101052000
32105190	101052000
32105190	101052000
32110150	101052000
32120100	101052000
32202000	101052000
32202010	101052000
32202020	101052000
32202025	101052000
32202035	101052000
32202050	101052000
32202050	101052000
32202070	101052000
32202075	101052000
32202080	101052000
32202085	101052000
32202090	101052000
32202110	101052000
32203010	101052000
32203010	101052000
32401000	101052000
35001000	101052000
35002000	101052000
41101010	101052000
41201010	101052000
41201020	101052000
41201040	101052000
41202020	101052000
41203020	101052000
41203020	101052000
41203020	101052000
41203020	101052000
41203020	101052000
41203020	101052000
41204020	101052000
41205100	101052000
41206030	101052000
41207030	101052000
41207030	101052000
41208030	101052000
41208100	101052000
41208100	101052000
41208100	101052000
41208100	101052000
41210000	101052000
41210090	101052000
41210100	101052000
41210100	101052000
41210110	101052000
41210150	101052000
41210150	101052000
41210190	101052000
41210200	101052000
41221010	101052000
41306000	101052000
41310100	101052000
41310200	101052000
41310220	101052000
41420100	101052000
41420400	101052000
41420410	101052000
41420450	101052000
41421020	101052000
41430100	101052000
